district_key,counts,democratic,republican,active,rating,AFFGEOID
TX-20,1,17.576576576576578,0.0,Democratic,Solid Democratic,5001500US4820
TX-27,1,14.64,0.0,Democratic,Solid Republican,5001500US4827
MD-02,1,0.0,3.6307692307692307,Republican,Solid Democratic,5001500US2402
AZ-04,1,15.05940594059406,0.0,Democratic,Solid Republican,5001500US0404
NE-01,1,3.6373779637377965,0.0,Democratic,Solid Republican,5001500US3101
FL-16,1,42.75675675675676,0.0,Democratic,Lean Republican,5001500US1216
TX-12,1,11.714046822742475,0.0,Democratic,Solid Republican,5001500US4812
MO-06,1,8.907865168539326,0.0,Democratic,Solid Republican,5001500US2906
NC-03,1,0.0,0.27586206896551724,Republican,Solid Republican,5001500US3703
CA-06,1,0.9901960784313726,0.0,Democratic,Solid Democratic,5001500US0606
IN-07,1,2.4468085106382977,0.0,Democratic,Solid Democratic,5001500US1807
VA-03,1,7.076923076923077,0.0,Democratic,Solid Democratic,5001500US5103
CT-02,1,1.5416666666666667,0.0,Democratic,Solid Democratic,5001500US0902
TX-01,1,10.951781970649895,0.0,Democratic,Solid Republican,5001500US4801
TX-16,1,12.532237673830593,0.0,Democratic,Solid Democratic,5001500US4816
SC-07,1,0.0,1.3333333333333333,Republican,Solid Republican,5001500US4507
IL-04,1,0.0,0.17647058823529413,Republican,Solid Democratic,5001500US1704
IL-18,1,7.420110192837465,0.0,Democratic,Solid Republican,5001500US1718
IL-05,1,0.55,0.0,Democratic,Solid Democratic,5001500US1705
TX-18,1,0.0,4.557971014492754,Republican,Solid Democratic,5001500US4818
NC-11,1,20.336569579288025,0.0,Democratic,Solid Republican,5001500US3711
CO-05,1,6.422839506172839,0.0,Democratic,Solid Republican,5001500US0805
TX-05,1,8.0,0.0,Democratic,Solid Republican,5001500US4805
CA-21,1,15.101030927835051,0.0,Democratic,Likely Republican,5001500US0621
WI-05,1,7.301916932907348,0.0,Democratic,Solid Republican,5001500US5505
WA-07,1,29.186904761904763,0.0,Democratic,Solid Democratic,5001500US5307
NY-08,1,2.4444444444444446,0.0,Democratic,Solid Democratic,5001500US3608
NJ-12,1,0.0,16.097995545657014,Republican,Solid Democratic,5001500US3412
WI-02,1,12.202898550724637,0.0,Democratic,Solid Democratic,5001500US5502
OK-04,1,3.926605504587156,0.0,Democratic,Solid Republican,5001500US4004
AL-02,1,17.929286190793864,0.0,Democratic,Solid Republican,5001500US0102
NC-02,1,12.108910891089108,0.0,Democratic,Lean Republican,5001500US3702
KY-03,1,0.0,2.8551724137931034,Republican,Solid Democratic,5001500US2103
IL-07,1,0.0,2.923076923076923,Republican,Solid Democratic,5001500US1707
PA-10,1,6.701711491442543,0.0,Democratic,Lean Republican,5001500US4210
FL-21,1,5.0,0.0,Democratic,Solid Democratic,5001500US1221
WI-04,1,5.438679245283019,0.0,Democratic,Solid Democratic,5001500US5504
CA-28,1,0.0,55.0,Republican,Solid Democratic,5001500US0628
NJ-02,1,0.0,7.825714285714286,Republican,Likely Democratic,5001500US3402
CO-04,1,4.498168498168498,0.0,Democratic,Solid Republican,5001500US0804
WV-01,1,7.075812274368231,0.0,Democratic,Solid Republican,5001500US5401
AZ-03,1,3.361842105263158,0.0,Democratic,Solid Democratic,5001500US0403
WA-02,1,0.659217877094972,0.0,Democratic,Solid Democratic,5001500US5302
WA-06,1,0.9097744360902256,0.0,Democratic,Solid Democratic,5001500US5306
CA-29,1,0.3448275862068966,0.0,Democratic,Solid Democratic,5001500US0629
OH-04,1,244.13953488372093,0.0,Democratic,Solid Republican,5001500US3904
NV-04,1,0.0,3.533333333333333,Republican,Lean Democratic,5001500US3204
CA-33,1,0.0,67.10877192982456,Republican,Solid Democratic,5001500US0633
RI-01,1,112.04432132963989,0.0,Democratic,Solid Democratic,5001500US4401
IL-17,1,6.807017543859649,0.0,Democratic,Solid Democratic,5001500US1717
AL-04,1,15.183856502242152,0.0,Democratic,Solid Republican,5001500US0104
MA-04,1,186.74825174825176,0.0,Democratic,Solid Democratic,5001500US2504
AZ-09,1,0.0,6.989247311827957,Republican,Solid Democratic,5001500US0409
NY-06,1,10.486177311725452,0.0,Democratic,Solid Democratic,5001500US3606
NE-02,1,20.2671875,0.0,Democratic,Lean Republican,5001500US3102
MI-14,1,5.411347517730497,0.0,Democratic,Solid Democratic,5001500US2614
