district,name,party,state,twitter,url,district_N
"Candidate, U.S. House Georgia District 11",Flynn Broady Jr.,Democratic,Georgia,https://www.twitter.com/flynndbroadyjr,https://ballotpedia.org/Flynn_Broady_Jr.,11
"Candidate, U.S. House Georgia District 12",Francys Johnson,Democratic,Georgia,https://www.twitter.com/francysjohnson,https://ballotpedia.org/Francys_Johnson,12
U.S. House Georgia District 4,Hank Johnson,Democratic,Georgia,https://www.twitter.com/ReElectHank,https://ballotpedia.org/Hank_Johnson,4
"Candidate, U.S. House Georgia District 9",Josh McCall,Democratic,Georgia,https://www.twitter.com/Mccallforall,https://ballotpedia.org/Josh_McCall,9
"Candidate, U.S. House Georgia District 1",Lisa Ring,Democratic,Georgia,https://www.twitter.com/LisaRingGA01,https://ballotpedia.org/Lisa_Ring,1
"Candidate, U.S. House Georgia District 10",Tabitha Johnson-Green,Democratic,Georgia,https://www.twitter.com/TJG4GA,https://ballotpedia.org/Tabitha_Johnson-Green,10
U.S. House Georgia District 8,Austin Scott,Republican,Georgia,https://www.twitter.com/ScottForGA,https://ballotpedia.org/Austin_Scott,8
U.S. House Georgia District 11,Barry Loudermilk,Republican,Georgia,https://www.twitter.com/standwithbarry,https://ballotpedia.org/Barry_Loudermilk,11
"Candidate, U.S. House Georgia District 13",David Callahan,Republican,Georgia,https://www.twitter.com/DavidCa46446866,https://ballotpedia.org/David_Callahan_(Georgia),13
U.S. House Georgia District 9,Doug Collins,Republican,Georgia,https://www.twitter.com/Douglas_Collins,https://ballotpedia.org/Doug_Collins,9
U.S. House Georgia District 3,Drew Ferguson,Republican,Georgia,https://www.twitter.com/drewfergusonGA,https://ballotpedia.org/Drew_Ferguson,3
U.S. House Georgia District 1,"Earl ""Buddy"" Carter",Republican,Georgia,https://www.twitter.com/Buddy_Carter,https://ballotpedia.org/Earl_%22Buddy%22_Carter,1
"Candidate, U.S. House Georgia District 2",Herman West Jr.,Republican,Georgia,https://www.twitter.com/RealHermanWest,https://ballotpedia.org/Herman_West_Jr.,2
U.S. House Georgia District 10,Jody Hice,Republican,Georgia,https://www.twitter.com/jodyhice,https://ballotpedia.org/Jody_Hice,10
"Candidate, U.S. House Georgia District 4",Joe Profit,Republican,Georgia,https://www.twitter.com/DrJoeProfit,https://ballotpedia.org/Joe_Profit,4
U.S. House Georgia District 6,Karen Handel,Republican,Georgia,https://www.twitter.com/karenhandel,https://ballotpedia.org/Karen_Handel,6
U.S. House Georgia District 12,Rick Allen,Republican,Georgia,https://www.twitter.com/rickallen,https://ballotpedia.org/Rick_Allen,12
U.S. House Georgia District 7,Rob Woodall,Republican,Georgia,https://www.twitter.com/votewoodall,https://ballotpedia.org/Rob_Woodall,7
U.S. House Georgia District 14,Tom Graves,Republican,Georgia,https://www.twitter.com/TomGravesGA14,https://ballotpedia.org/Tom_Graves,14
U.S. House Hawaii District 2,Tulsi Gabbard,Democratic,Hawaii,https://www.twitter.com/tulsigabbard,https://ballotpedia.org/Tulsi_Gabbard,2
"Candidate, U.S. House Hawaii District 2",Brian Evans,Republican,Hawaii,https://www.twitter.com/becongress,https://ballotpedia.org/Brian_Evans_(Hawaii),2
"Candidate, U.S. House Idaho District 2",Aaron Swisher,Democratic,Idaho,https://www.twitter.com/SwisherforIdaho,https://ballotpedia.org/Aaron_Swisher,2
"Candidate, U.S. House Idaho District 1",Cristina McNeil,Democratic,Idaho,https://www.twitter.com/McNeil4Congress,https://ballotpedia.org/Cristina_McNeil,1
U.S. House Idaho District 2,Michael Simpson,Republican,Idaho,https://www.twitter.com/MikeSimpson4ID,https://ballotpedia.org/Michael_Simpson_(Idaho),2
"Candidate, U.S. House Idaho District 1",Russ Fulcher,Republican,Idaho,https://www.twitter.com/RussFulcher,https://ballotpedia.org/Russ_Fulcher,1
"Candidate, U.S. House Illinois District 13",Betsy Londrigan,Democratic,Illinois,https://www.twitter.com/BetsyforIL,https://ballotpedia.org/Betsy_Londrigan,13
U.S. House Illinois District 11,Bill Foster,Democratic,Illinois,https://www.twitter.com/Foster4Congress,https://ballotpedia.org/Bill_Foster,11
U.S. House Illinois District 1,Bobby Rush,Democratic,Illinois,https://www.twitter.com/repbobbyrush,https://ballotpedia.org/Bobby_Rush,1
U.S. House Illinois District 10,Brad Schneider,Democratic,Illinois,https://www.twitter.com/Schneider4IL10,https://ballotpedia.org/Brad_Schneider,10
"Candidate, U.S. House Illinois District 12",Brendan Kelly,Democratic,Illinois,https://www.twitter.com/kelly4southrnil,https://ballotpedia.org/Brendan_Kelly_(Illinois),12
U.S. House Illinois District 17,Cheri Bustos,Democratic,Illinois,https://www.twitter.com/cheribustos,https://ballotpedia.org/Cheri_Bustos,17
U.S. House Illinois District 3,Daniel Lipinski,Democratic,Illinois,https://www.twitter.com/RepLipinski,https://ballotpedia.org/Daniel_Lipinski,3
U.S. House Illinois District 7,Danny K. Davis,Democratic,Illinois,https://www.twitter.com/DannyKDavis,https://ballotpedia.org/Danny_K._Davis,7
U.S. House Illinois District 9,Jan Schakowsky,Democratic,Illinois,https://www.twitter.com/RepSchakowsky,https://ballotpedia.org/Jan_Schakowsky,9
"Candidate, U.S. House Illinois District 4",Jesus Garcia,Democratic,Illinois,https://www.twitter.com/jesuschuygar,https://ballotpedia.org/Jesus_Garcia,4
"Candidate, U.S. House Illinois District 18",Junius Rodriguez,Democratic,Illinois,https://www.twitter.com/18thIL,https://ballotpedia.org/Junius_Rodriguez,18
"Candidate, U.S. House Illinois District 15",Kevin Gaither,Democratic,Illinois,https://www.twitter.com/gaither4il,https://ballotpedia.org/Kevin_Gaither,15
"Candidate, U.S. House Illinois District 14",Lauren Underwood,Democratic,Illinois,https://www.twitter.com/LUnderwood630,https://ballotpedia.org/Lauren_Underwood,14
U.S. House Illinois District 5,Mike Quigley,Democratic,Illinois,https://www.twitter.com/QuigleyCampaign,https://ballotpedia.org/Mike_Quigley,5
U.S. House Illinois District 8,Raja Krishnamoorthi,Democratic,Illinois,https://www.twitter.com/RajaForCongress,https://ballotpedia.org/Raja_Krishnamoorthi,8
U.S. House Illinois District 2,Robin Kelly,Democratic,Illinois,https://www.twitter.com/Robin42CD,https://ballotpedia.org/Robin_Kelly,2
"Candidate, U.S. House Illinois District 16",Sara Dady,Democratic,Illinois,https://www.twitter.com/sara4congress,https://ballotpedia.org/Sara_Dady,16
"Candidate, U.S. House Illinois District 6",Sean Casten,Democratic,Illinois,https://www.twitter.com/SeanCasten,https://ballotpedia.org/Sean_Casten,6
U.S. House Illinois District 16,Adam Kinzinger,Republican,Illinois,https://www.twitter.com/adamkinzinger,https://ballotpedia.org/Adam_Kinzinger,16
"Candidate, U.S. House Illinois District 3",Arthur Jones,Republican,Illinois,https://www.twitter.com/ArtJonesCongres,https://ballotpedia.org/Arthur_Jones,3
"Candidate, U.S. House Illinois District 17",Bill Fawell,Republican,Illinois,https://www.twitter.com/wmfawell,https://ballotpedia.org/Bill_Fawell,17
"Candidate, U.S. House Illinois District 7",Craig Cameron,Republican,Illinois,https://www.twitter.com/craigcameron07,https://ballotpedia.org/Craig_Cameron,7
U.S. House Illinois District 18,Darin LaHood,Republican,Illinois,https://www.twitter.com/ElectLaHood,https://ballotpedia.org/Darin_LaHood,18
"Candidate, U.S. House Illinois District 10",Doug Bennett,Republican,Illinois,https://www.twitter.com/DougRBennett,https://ballotpedia.org/Doug_Bennett_(Illinois),10
"Candidate, U.S. House Illinois District 1",Jimmy Lee Tillman II,Republican,Illinois,https://www.twitter.com/Tillman2014,https://ballotpedia.org/Jimmy_Lee_Tillman_II,1
"Candidate, U.S. House Illinois District 8",Jitendra Diganvker,Republican,Illinois,https://www.twitter.com/jd4congress,https://ballotpedia.org/Jitendra_Diganvker,8
"Candidate, U.S. House Illinois District 9",John Elleson,Republican,Illinois,https://www.twitter.com/JohnElleson,https://ballotpedia.org/John_Elleson,9
U.S. House Illinois District 15,John Shimkus,Republican,Illinois,https://www.twitter.com/JohnMShimkus,https://ballotpedia.org/John_Shimkus,15
"Candidate, U.S. House Illinois District 4",Mark Wayne Lorch,Republican,Illinois,https://www.twitter.com/marklorch,https://ballotpedia.org/Mark_Wayne_Lorch,4
U.S. House Illinois District 12,Mike Bost,Republican,Illinois,https://www.twitter.com/bostforcongress,https://ballotpedia.org/Mike_Bost,12
"Candidate, U.S. House Illinois District 11",Nick Stella,Republican,Illinois,https://www.twitter.com/nickstellamd,https://ballotpedia.org/Nick_Stella,11
U.S. House Illinois District 6,Peter Roskam,Republican,Illinois,https://www.twitter.com/PeterRoskam,https://ballotpedia.org/Peter_Roskam,6
U.S. House Illinois District 14,Randy Hultgren,Republican,Illinois,https://www.twitter.com/RandyHultgren,https://ballotpedia.org/Randy_Hultgren,14
U.S. House Illinois District 13,Rodney Davis,Republican,Illinois,https://www.twitter.com/electrodney,https://ballotpedia.org/Rodney_Davis_(Illinois),13
U.S. House Indiana District 7,Andre Carson,Democratic,Indiana,https://www.twitter.com/andre4congress,https://ballotpedia.org/Andre_Carson,7
"Candidate, U.S. House Indiana District 3",Courtney Tritch,Democratic,Indiana,https://www.twitter.com/CourtneyTritch,https://ballotpedia.org/Courtney_Tritch,3
"Candidate, U.S. House Indiana District 5",Dee Thornton,Democratic,Indiana,https://www.twitter.com/votethornton,https://ballotpedia.org/Dee_Thornton,5
"Candidate, U.S. House Indiana District 6",Jeannine Lee Lake,Democratic,Indiana,https://www.twitter.com/JeannineLeeLake,https://ballotpedia.org/Jeannine_Lee_Lake,6
"Candidate, U.S. House Indiana District 9",Liz Watson,Democratic,Indiana,https://www.twitter.com/LizForIndiana,https://ballotpedia.org/Liz_Watson,9
"Candidate, U.S. House Indiana District 2",Mel Hall,Democratic,Indiana,https://www.twitter.com/melforcongress,https://ballotpedia.org/Mel_Hall,2
U.S. House Indiana District 1,Peter Visclosky,Democratic,Indiana,https://www.twitter.com/TeamVisclosky,https://ballotpedia.org/Peter_Visclosky,1
"Candidate, U.S. House Indiana District 4",Tobi Beck,Democratic,Indiana,https://www.twitter.com/beckforindiana,https://ballotpedia.org/Tobi_Beck,4
"Candidate, U.S. House Indiana District 8",William Tanoos,Democratic,Indiana,https://www.twitter.com/Tanoos2018,https://ballotpedia.org/William_Tanoos,8
"Candidate, U.S. House Indiana District 6",Greg Pence,Republican,Indiana,https://www.twitter.com/GregPenceIN,https://ballotpedia.org/Greg_Pence,6
U.S. House Indiana District 2,Jackie Walorski,Republican,Indiana,https://www.twitter.com/jackiewalorski,https://ballotpedia.org/Jackie_Walorski,2
"Candidate, U.S. House Indiana District 4",James Baird,Republican,Indiana,https://www.twitter.com/ElectJimBaird,https://ballotpedia.org/James_Baird,4
U.S. House Indiana District 3,Jim Banks,Republican,Indiana,https://www.twitter.com/jim_banks,https://ballotpedia.org/Jim_Banks_(Indiana),3
U.S. House Indiana District 8,Larry Bucshon,Republican,Indiana,https://www.twitter.com/DrLarryBucshon,https://ballotpedia.org/Larry_Bucshon,8
U.S. House Indiana District 5,Susan Brooks,Republican,Indiana,https://www.twitter.com/susanbrooksin,https://ballotpedia.org/Susan_Brooks,5
U.S. House Indiana District 9,Trey Hollingsworth,Republican,Indiana,https://www.twitter.com/votefortrey,https://ballotpedia.org/Trey_Hollingsworth,9
"Candidate, U.S. House Indiana District 7",Wayne Harmon,Republican,Indiana,https://www.twitter.com/Gunny_Harmon,https://ballotpedia.org/Wayne_Harmon,7
"Candidate, U.S. House Iowa District 1",Abby Finkenauer,Democratic,Iowa,https://www.twitter.com/Abby4Iowa,https://ballotpedia.org/Abby_Finkenauer,1
"Candidate, U.S. House Iowa District 3",Cindy Axne,Democratic,Iowa,https://www.twitter.com/Axne4Congress,https://ballotpedia.org/Cindy_Axne,3
U.S. House Iowa District 2,Dave Loebsack,Democratic,Iowa,https://www.twitter.com/DaveForIowa,https://ballotpedia.org/Dave_Loebsack,2
"Candidate, U.S. House Iowa District 4",J.D. Scholten,Democratic,Iowa,https://www.twitter.com/Scholten4Iowa,https://ballotpedia.org/J.D._Scholten,4
"Candidate, U.S. House Iowa District 2",Chris Peters,Republican,Iowa,https://www.twitter.com/DrPeters4Iowa,https://ballotpedia.org/Chris_Peters_(Iowa),2
U.S. House Iowa District 3,David Young,Republican,Iowa,https://www.twitter.com/youngforiowa,https://ballotpedia.org/David_Young_(Iowa),3
U.S. House Iowa District 1,Rod Blum,Republican,Iowa,https://www.twitter.com/BlumforCongress,https://ballotpedia.org/Rod_Blum,1
U.S. House Iowa District 4,Steve King,Republican,Iowa,https://www.twitter.com/SteveKingIA,https://ballotpedia.org/Steve_King_(Iowa),4
"Candidate, U.S. House Kansas District 1",Alan LaPolice,Democratic,Kansas,https://www.twitter.com/LapoliceAlan,https://ballotpedia.org/Alan_LaPolice,1
"Candidate, U.S. House Kansas District 4",James Thompson,Democratic,Kansas,https://www.twitter.com/JamesThompsonKS,https://ballotpedia.org/James_Thompson_(Kansas),4
"Candidate, U.S. House Kansas District 2",Paul Davis,Democratic,Kansas,https://www.twitter.com/pauldavisks,https://ballotpedia.org/Paul_Davis_(Kansas),2
"Candidate, U.S. House Kansas District 3",Sharice Davids,Democratic,Kansas,https://www.twitter.com/sharicedavids,https://ballotpedia.org/Sharice_Davids,3
U.S. House Kansas District 3,Kevin Yoder,Republican,Kansas,https://www.twitter.com/KevinYoder,https://ballotpedia.org/Kevin_Yoder,3
U.S. House Kansas District 1,Roger Marshall,Republican,Kansas,https://www.twitter.com/RogerMarshallMD,https://ballotpedia.org/Roger_Marshall,1
U.S. House Kansas District 4,Ron Estes,Republican,Kansas,https://www.twitter.com/RonEstesKS,https://ballotpedia.org/Ron_Estes_(U.S._House_representative),4
"Candidate, U.S. House Kansas District 2",Steve Watkins,Republican,Kansas,https://www.twitter.com/Steve4Kansas,https://ballotpedia.org/Steve_Watkins,2
"Candidate, U.S. House Kentucky District 6",Amy McGrath,Democratic,Kentucky,https://www.twitter.com/amymcgrathky,https://ballotpedia.org/Amy_McGrath,6
"Candidate, U.S. House Kentucky District 2",Hank Linderman,Democratic,Kentucky,https://www.twitter.com/hank4ky,https://ballotpedia.org/Hank_Linderman,2
"Candidate, U.S. House Kentucky District 1",Paul Walker,Democratic,Kentucky,https://www.twitter.com/votepaulwalker,https://ballotpedia.org/Paul_Walker,1
"Candidate, U.S. House Kentucky District 4",Seth Hall,Democratic,Kentucky,https://www.twitter.com/HallCongress,https://ballotpedia.org/Seth_Hall,4
U.S. House Kentucky District 6,Andy Barr,Republican,Kentucky,https://www.twitter.com/barrforcongress,https://ballotpedia.org/Andy_Barr,6
U.S. House Kentucky District 2,Brett Guthrie,Republican,Kentucky,https://www.twitter.com/brettguthrie,https://ballotpedia.org/Brett_Guthrie,2
U.S. House Kentucky District 5,Hal Rogers,Republican,Kentucky,https://www.twitter.com/RepHalRogers,https://ballotpedia.org/Hal_Rogers,5
U.S. House Kentucky District 1,James Comer Jr.,Republican,Kentucky,https://www.twitter.com/KYComer,https://ballotpedia.org/James_Comer_Jr.,1
U.S. House Kentucky District 4,Thomas Massie,Republican,Kentucky,https://www.twitter.com/ThomasMassieKY,https://ballotpedia.org/Thomas_Massie,4
"Candidate, U.S. House Kentucky District 3",Vickie Yates Glisson,Republican,Kentucky,https://www.twitter.com/VickieYGlisson,https://ballotpedia.org/Vickie_Yates_Glisson,3
"Candidate, U.S. House Louisiana District 6",Andie Saizan,Democratic,Louisiana,https://www.twitter.com/andiesaizan,https://ballotpedia.org/Andie_Saizan,6
U.S. House Louisiana District 2,Cedric Richmond,Democratic,Louisiana,https://www.twitter.com/CedricRichmond,https://ballotpedia.org/Cedric_Richmond,2
"Candidate, U.S. House Louisiana District 1",Jim Francis,Democratic,Louisiana,https://www.twitter.com/JimFrancisLA01,https://ballotpedia.org/Jim_Francis,1
"Candidate, U.S. House Louisiana District 6",Justin DeWitt,Democratic,Louisiana,https://www.twitter.com/Dewitt4Congress,https://ballotpedia.org/Justin_DeWitt,6
"Candidate, U.S. House Louisiana District 3",Larry Rader,Democratic,Louisiana,https://www.twitter.com/votelarryrader,https://ballotpedia.org/Larry_Rader,3
"Candidate, U.S. House Louisiana District 1",Lee Ann Dugas,Democratic,Louisiana,https://www.twitter.com/LeeDugas2001,https://ballotpedia.org/Lee_Ann_Dugas,1
"Candidate, U.S. House Louisiana District 3",Mildred Methvin,Democratic,Louisiana,https://www.twitter.com/VoteMimi,https://ballotpedia.org/Mildred_Methvin,3
"Candidate, U.S. House Louisiana District 3",Rob Anderson,Democratic,Louisiana,https://www.twitter.com/RobAnderson2018,https://ballotpedia.org/Rob_Anderson,3
"Candidate, U.S. House Louisiana District 4",Ryan Trundle,Democratic,Louisiana,https://www.twitter.com/ryantrundleCD4,https://ballotpedia.org/Ryan_Trundle,4
"Candidate, U.S. House Louisiana District 1",Tammy Savoie,Democratic,Louisiana,https://www.twitter.com/tammyforla,https://ballotpedia.org/Tammy_Savoie,1
"Candidate, U.S. House Louisiana District 3",Verone Thomas,Democratic,Louisiana,https://www.twitter.com/Verone4Congress,https://ballotpedia.org/Verone_Thomas,3
U.S. House Louisiana District 3,Clay Higgins,Republican,Louisiana,https://www.twitter.com/CaptClayHiggins,https://ballotpedia.org/Clay_Higgins,3
U.S. House Louisiana District 6,Garret Graves,Republican,Louisiana,https://www.twitter.com/garretgraves,https://ballotpedia.org/Garret_Graves,6
"Candidate, U.S. House Louisiana District 3",Josh Guillory,Republican,Louisiana,https://www.twitter.com/votejosh2018,https://ballotpedia.org/Josh_Guillory,3
U.S. House Louisiana District 4,Mike Johnson,Republican,Louisiana,https://www.twitter.com/MikeJohnson,https://ballotpedia.org/Mike_Johnson_(Louisiana),4
U.S. House Louisiana District 5,Ralph Abraham,Republican,Louisiana,https://www.twitter.com/abraham_ralph,https://ballotpedia.org/Ralph_Abraham,5
U.S. House Louisiana District 1,Steve Scalise,Republican,Louisiana,https://www.twitter.com/GeauxScalise,https://ballotpedia.org/Steve_Scalise,1
"Candidate, U.S. House Maine District 2",Jared Golden,Democratic,Maine,https://www.twitter.com/golden4congress,https://ballotpedia.org/Jared_Golden,2
U.S. House Maine District 2,Bruce Poliquin,Republican,Maine,https://www.twitter.com/BrucePoliquin,https://ballotpedia.org/Bruce_Poliquin,2
"Candidate, U.S. House Maine District 1",Mark Holbrook,Republican,Maine,https://www.twitter.com/markholbrook_me,https://ballotpedia.org/Mark_Holbrook_(Maine),1
U.S. House Maryland District 4,Anthony Brown,Democratic,Maryland,https://www.twitter.com/AnthonyBrownMD4,https://ballotpedia.org/Anthony_Brown_(Maryland),4
"Candidate, U.S. House Maryland District 6",David Trone,Democratic,Maryland,https://www.twitter.com/davidjtrone,https://ballotpedia.org/David_Trone,6
U.S. House Maryland District 2,Dutch Ruppersberger,Democratic,Maryland,https://www.twitter.com/Call_Me_Dutch,https://ballotpedia.org/Dutch_Ruppersberger,2
U.S. House Maryland District 7,Elijah Cummings,Democratic,Maryland,https://www.twitter.com/reelectcummings,https://ballotpedia.org/Elijah_Cummings,7
U.S. House Maryland District 8,Jamie Raskin,Democratic,Maryland,https://www.twitter.com/jamie_raskin,https://ballotpedia.org/Jamie_Raskin,8
"Candidate, U.S. House Maryland District 1",Jesse Colvin,Democratic,Maryland,https://www.twitter.com/Colvin4Congress,https://ballotpedia.org/Jesse_Colvin,1
U.S. House Maryland District 3,John Sarbanes,Democratic,Maryland,https://www.twitter.com/JohnSarbanes,https://ballotpedia.org/John_Sarbanes,3
U.S. House Maryland District 5,Steny Hoyer,Democratic,Maryland,https://www.twitter.com/StenyHoyer,https://ballotpedia.org/Steny_Hoyer,5
"Candidate, U.S. House Maryland District 6",Amie Hoeber,Republican,Maryland,https://www.twitter.com/amieformaryland,https://ballotpedia.org/Amie_Hoeber,6
U.S. House Maryland District 1,Andrew Harris,Republican,Maryland,https://www.twitter.com/Harris4Congress,https://ballotpedia.org/Andrew_Harris,1
"Candidate, U.S. House Maryland District 4",George McDermott,Republican,Maryland,https://www.twitter.com/GeorgeMcDermot3,https://ballotpedia.org/George_McDermott,4
"Candidate, U.S. House Maryland District 2",Liz Matory,Republican,Maryland,https://www.twitter.com/LizForCongress,https://ballotpedia.org/Liz_Matory,2
"Candidate, U.S. House Maryland District 7",Richmond Davis,Republican,Maryland,https://www.twitter.com/Davis4Maryland,https://ballotpedia.org/Richmond_Davis,7
"Candidate, U.S. House Maryland District 5",William Devine III,Republican,Maryland,https://www.twitter.com/studlydevine,https://ballotpedia.org/William_Devine_III,5
"Candidate, U.S. House Massachusetts District 7",Ayanna Pressley,Democratic,Massachusetts,https://www.twitter.com/AyannaPressley,https://ballotpedia.org/Ayanna_Pressley,7
U.S. House Massachusetts District 9,Bill Keating,Democratic,Massachusetts,https://www.twitter.com/WilliamKeating,https://ballotpedia.org/Bill_Keating,9
U.S. House Massachusetts District 2,Jim McGovern,Democratic,Massachusetts,https://www.twitter.com/McGovernMA,https://ballotpedia.org/Jim_McGovern_(Massachusetts),2
U.S. House Massachusetts District 4,Joseph Kennedy III,Democratic,Massachusetts,https://www.twitter.com/joekennedy,https://ballotpedia.org/Joseph_Kennedy_III,4
U.S. House Massachusetts District 5,Katherine Clark,Democratic,Massachusetts,https://www.twitter.com/katherineclark,https://ballotpedia.org/Katherine_Clark,5
"Candidate, U.S. House Massachusetts District 3",Lori Trahan,Democratic,Massachusetts,https://www.twitter.com/LoriUSCongress,https://ballotpedia.org/Lori_Trahan,3
U.S. House Massachusetts District 7,Michael Capuano,Democratic,Massachusetts,https://www.twitter.com/mikecapuano,https://ballotpedia.org/Michael_Capuano,7
U.S. House Massachusetts District 1,Richard Neal,Democratic,Massachusetts,https://www.twitter.com/RepRichardNeal,https://ballotpedia.org/Richard_Neal,1
U.S. House Massachusetts District 6,Seth Moulton,Democratic,Massachusetts,https://www.twitter.com/sethmoulton,https://ballotpedia.org/Seth_Moulton,6
U.S. House Massachusetts District 8,Stephen Lynch,Democratic,Massachusetts,https://www.twitter.com/RepStephenLynch,https://ballotpedia.org/Stephen_Lynch,8
"Candidate, U.S. House Massachusetts District 5",John Hugo,Republican,Massachusetts,https://www.twitter.com/HugoCongress,https://ballotpedia.org/John_Hugo,5
"Candidate, U.S. House Massachusetts District 3",Rick Green,Republican,Massachusetts,https://www.twitter.com/RickGreenMA,https://ballotpedia.org/Rick_Green_(Massachusetts),3
"Candidate, U.S. House Massachusetts District 2",Tracy Lovvorn,Republican,Massachusetts,https://www.twitter.com/Tracy4Congress,https://ballotpedia.org/Tracy_Lovvorn,2
"Candidate, U.S. House Michigan District 9",Andy Levin,Democratic,Michigan,https://www.twitter.com/Andy_Levin,https://ballotpedia.org/Andy_Levin,9
U.S. House Michigan District 14,Brenda Lawrence,Democratic,Michigan,https://www.twitter.com/BrendaLLawrence,https://ballotpedia.org/Brenda_Lawrence,14
"Candidate, U.S. House Michigan District 3",Cathy Albro,Democratic,Michigan,https://www.twitter.com/cathyalbro,https://ballotpedia.org/Cathy_Albro,3
U.S. House Michigan District 5,Dan Kildee,Democratic,Michigan,https://www.twitter.com/dankildee,https://ballotpedia.org/Dan_Kildee,5
U.S. House Michigan District 12,Debbie Dingell,Democratic,Michigan,https://www.twitter.com/debdingell,https://ballotpedia.org/Debbie_Dingell,12
"Candidate, U.S. House Michigan District 8",Elissa Slotkin,Democratic,Michigan,https://www.twitter.com/ElissaSlotkin,https://ballotpedia.org/Elissa_Slotkin,8
"Candidate, U.S. House Michigan District 7",Gretchen Driskell,Democratic,Michigan,https://www.twitter.com/gdriskell,https://ballotpedia.org/Gretchen_Driskell,7
"Candidate, U.S. House Michigan District 11",Haley Stevens,Democratic,Michigan,https://www.twitter.com/haleylive,https://ballotpedia.org/Haley_Stevens,11
"Candidate, U.S. House Michigan District 6",Matt Longjohn,Democratic,Michigan,https://www.twitter.com/MattLongjohn,https://ballotpedia.org/Matt_Longjohn,6
"Candidate, U.S. House Michigan District 13",Rashida Tlaib,Democratic,Michigan,https://www.twitter.com/RashidaTlaib,https://ballotpedia.org/Rashida_Tlaib,13
"Candidate, U.S. House Michigan District 2",Rob Davidson,Democratic,Michigan,https://www.twitter.com/VoteRobDavidson,https://ballotpedia.org/Rob_Davidson,2
U.S. House Michigan District 2,Bill Huizenga,Republican,Michigan,https://www.twitter.com/billhuizenga,https://ballotpedia.org/Bill_Huizenga,2
"Candidate, U.S. House Michigan District 9",Candius Stearns,Republican,Michigan,https://www.twitter.com/CandiusStearns,https://ballotpedia.org/Candius_Stearns,9
U.S. House Michigan District 6,Fred Upton,Republican,Michigan,https://www.twitter.com/uptonforallofus,https://ballotpedia.org/Fred_Upton,6
U.S. House Michigan District 1,Jack Bergman,Republican,Michigan,https://www.twitter.com/JackBergman_MI1,https://ballotpedia.org/Jack_Bergman,1
"Candidate, U.S. House Michigan District 12",Jeff Jones,Republican,Michigan,https://www.twitter.com/Vote_JeffJones,"https://ballotpedia.org/Jeff_Jones_(U.S._House_candidate,_Michigan)",12
U.S. House Michigan District 4,John Moolenaar,Republican,Michigan,https://www.twitter.com/JohnMoolenaar,https://ballotpedia.org/John_Moolenaar,4
U.S. House Michigan District 3,Justin Amash,Republican,Michigan,https://www.twitter.com/justinamash,https://ballotpedia.org/Justin_Amash,3
"Candidate, U.S. House Michigan District 11",Lena Epstein,Republican,Michigan,https://www.twitter.com/lenaepstein,https://ballotpedia.org/Lena_Epstein,11
U.S. House Michigan District 8,Michael Bishop,Republican,Michigan,https://www.twitter.com/ElectMikeBishop,https://ballotpedia.org/Michael_Bishop,8
U.S. House Michigan District 10,Paul Mitchell,Republican,Michigan,https://www.twitter.com/paulmitchell4us,https://ballotpedia.org/Paul_Mitchell,10
U.S. House Michigan District 7,Tim Walberg,Republican,Michigan,https://www.twitter.com/TimWalberg,https://ballotpedia.org/Tim_Walberg,7
"Candidate, U.S. House Michigan District 5",Travis Wines,Republican,Michigan,https://www.twitter.com/TWines4congress,https://ballotpedia.org/Travis_Wines,5
"Candidate, U.S. House Minnesota District 2",Angie Craig,Democratic,Minnesota,https://www.twitter.com/angiecraigmn,https://ballotpedia.org/Angie_Craig,2
U.S. House Minnesota District 4,Betty McCollum,Democratic,Minnesota,https://www.twitter.com/VoteBetty,https://ballotpedia.org/Betty_McCollum,4
U.S. House Minnesota District 7,Collin Peterson,Democratic,Minnesota,https://www.twitter.com/collinpeterson,https://ballotpedia.org/Collin_Peterson,7
"Candidate, U.S. House Minnesota District 1",Dan Feehan,Democratic,Minnesota,https://www.twitter.com/danielfeehan,https://ballotpedia.org/Dan_Feehan,1
"Candidate, U.S. House Minnesota District 3",Dean Phillips,Democratic,Minnesota,https://www.twitter.com/deanbphillips,https://ballotpedia.org/Dean_Phillips,3
"Candidate, U.S. House Minnesota District 6",Ian Todd,Democratic,Minnesota,https://www.twitter.com/IanToddforMN,https://ballotpedia.org/Ian_Todd,6
"Candidate, U.S. House Minnesota District 5",Ilhan Omar,Democratic,Minnesota,https://www.twitter.com/IlhanMN,https://ballotpedia.org/Ilhan_Omar,5
"Candidate, U.S. House Minnesota District 8",Joe Radinovich,Democratic,Minnesota,https://www.twitter.com/joeradinovich,https://ballotpedia.org/Joe_Radinovich,8
"Candidate, U.S. House Minnesota District 7",Dave Hughes,Republican,Minnesota,https://www.twitter.com/DHughesCongress,https://ballotpedia.org/Dave_Hughes,7
U.S. House Minnesota District 3,Erik Paulsen,Republican,Minnesota,https://www.twitter.com/Erik_Paulsen,https://ballotpedia.org/Erik_Paulsen,3
"Candidate, U.S. House Minnesota District 4",Greg Ryan,Republican,Minnesota,https://www.twitter.com/GregTRyan4US,https://ballotpedia.org/Greg_Ryan_(Minnesota),4
U.S. House Minnesota District 2,Jason Lewis,Republican,Minnesota,https://www.twitter.com/Jason2CD,https://ballotpedia.org/Jason_Lewis_(Minnesota),2
